name,date
A/Stockholm/59/2022|EPIISL16809266|2022-12-03|HA|4,2022-12-03
A/Catalonia/NSVH554907892/2023|EPIISL17047643|2023-02-16|HA|4,2023-02-16
A/England/224880789/2022|EPIISL16616170|2022-11-23|HA|4,2022-11-23
A/Maryland/05/2023|EPIISL17102808|2023-01-08|HA|4,2023-01-08
A/India/GIHSN-HCL023021222801/2023|EPIISL16868893|2023-01-04|HA|4,2023-01-04
A/Shanxi-Luzhou/SWL1173/2023|EPIISL18068745|2023-02-28|HA|4,2023-02-28
A/Netherlands/10440/2023|EPIISL17232992|2023-03-03|HA|4,2023-03-03
A/Denmark/3243/2022|EPIISL16678993|2022-12-03|HA|4,2022-12-03
A/Netherlands/10496/2023|EPIISL17382826|2023-03-17|HA|4,2023-03-17
A/Novosibirsk/7288/2022|EPIISL17672733|2022-12-08|HA|4,2022-12-08
A/Tennessee/IVYD13J54N3/2022|EPIISL16957223|2022-12-06|HA|4,2022-12-06
A/France/ARA-HCL023006943601/2023|EPIISL16823093|2023-01-11|HA|4,2023-01-11
A/Arizona/71/2022|EPIISL16836968|2022-12-19|HA|4,2022-12-19
A/Saint-Petersburg/RII-5702S/2022|EPIISL16823140|2022-12-11|HA|4,2022-12-11
A/England/224560246/2022|EPIISL16100770|2022-11-03|HA|4,2022-11-03
A/Saint-Petersburg/RII-3901S/2022|EPIISL16283171|2022-11-25|HA|4,2022-11-25
A/Albania/290675/2023|EPIISL17063053|2023-01-07|HA|4,2023-01-07
A/BritishColumbia/PHL-366/2022|EPIISL16283449|2022-11-27|HA|4,2022-11-27
A/Orenburg/204-4V/2023|EPIISL17045102|2022-12-19|HA|4,2022-12-19
A/Kosovo/1297/2023|EPIISL18167206|2023-02-03|HA|4,2023-02-03
A/Bulgaria/947/2023|EPIISL17102982|2023-01-16|HA|4,2023-01-16
A/Tianjin-Binhaixin/SWL1170/2023|EPIISL17416529|2023-02-14|HA|4,2023-02-14
A/Krasnoyarsk/253-ll36V/2023|EPIISL17045100|2023-01-10|HA|4,2023-01-10
A/Netherlands/10171/2023|EPIISL16867390|2023-01-22|HA|4,2023-01-22
A/Manitoba/RV00932/2022|EPIISL16834585|2022-12-15|HA|4,2022-12-15
A/CastillaLaMancha/4368/2022|EPIISL16333166|2022-11-14|HA|4,2022-11-14
A/Michigan/UOM10049024322/2022|EPIISL18076799|2022-12-22|HA|4,2022-12-22
A/Netherlands/10176/2023|EPIISL16867367|2023-01-27|HA|4,2023-01-27
A/Denmark/340/2023|EPIISL17190298|2023-01-27|HA|4,2023-01-27
A/Nizwa/7231690/2023|EPIISL18167299|2023-03-20|HA|4,2023-03-20
A/Michigan/UOM-10049030185/2022|EPIISL18211260|2022-12-23|HA|4,2022-12-23
A/RhodeIsland/18/2023|EPIISL17559625|2023-02-07|HA|4,2023-02-07
A/RhodeIsland/75/2022|EPIISL16377384|2022-12-05|HA|4,2022-12-05
A/England/224880450/2022|EPIISL16616135|2022-11-28|HA|4,2022-11-28
A/Andalucia/230457/2022|EPIISL17094829|2022-11-14|HA|4,2022-11-14
A/California/150/2022|EPIISL16199388|2022-11-03|HA|4,2022-11-03
A/Norway/38170/2022|EPIISL16633821|2022-12-30|HA|4,2022-12-30
A/England/224920957/2022|EPIISL16653916|2022-11-16|HA|4,2022-11-16
A/Norway/01816/2023|EPIISL16986286|2023-01-25|HA|4,2023-01-25
A/England/225281122/2022|EPIISL16858553|2022-12-30|HA|4,2022-12-30
A/Saint-Petersburg/RII-7185S/2022|EPIISL16733793|2022-12-22|HA|4,2022-12-22
A/Manitoba/RV00020/2023|EPIISL16835750|2022-12-27|HA|4,2022-12-27
A/SouthCarolina/26/2022|EPIISL16377374|2022-12-05|HA|4,2022-12-05
A/Jilin-Chaoyang/SWL1796/2023|EPIISL18068670|2023-04-10|HA|4,2023-04-10
A/Norway/5021/2023|EPIISL18167319|2023-03-17|HA|4,2023-03-17
A/France/PAC-HCL022175330401/2022|EPIISL16311722|2022-10-14|HA|4,2022-10-14
A/Novosibirsk/7327/2022|EPIISL17680664|2022-12-18|HA|4,2022-12-18
A/Stavropol/RII-MH123260S/2022|EPIISL16738178|2022-12-12|HA|4,2022-12-12
A/Wisconsin/28/2023|EPIISL17559618|2023-03-08|HA|4,2023-03-08
A/ChampagneArdenne/03912/2023|EPIISL18167516|2023-02-13|HA|4,2023-02-13
A/Norway/03420/2023|EPIISL17433947|2023-02-16|HA|4,2023-02-16
A/Norway/36237/2022|EPIISL16460673|2022-10-04|HA|4,2022-10-04
A/Catalonia/NSVH102026038/2023|EPIISL17167820|2023-02-21|HA|4,2023-02-21
A/Sohar/52225030/2022|EPIISL15926915|2022-10-27|HA|4,2022-10-27
A/England/224520346/2022|EPIISL16033010|2022-11-02|HA|4,2022-11-02
A/KhMAO/272-t40V/2022|EPIISL17780448|2022-12-13|HA|4,2022-12-13
A/Khabarovsk/224/2023|EPIISL17712280|2023-01-20|HA|4,2023-01-20
A/Switzerland/69094/2022|EPIISL16749406|2022-12-14|HA|4,2022-12-14
A/California/172/2022|EPIISL16763968|2022-11-12|HA|4,2022-11-12
A/Ireland/79690/2022|EPIISL17063076|2022-12-19|HA|4,2022-12-19
A/Khabarovsk/35/2022|EPIISL16764136|2022-12-03|HA|4,2022-12-03
A/Berlin/8/2023|EPIISL17780306|2023-03-02|HA|4,2023-03-02
A/Saint-Petersburg/RII-5642S/2022|EPIISL16823134|2022-12-10|HA|4,2022-12-10
A/NewYork/23/2023|EPIISL17659284|2023-02-03|HA|4,2023-02-03
A/Nevada/23/2023|EPIISL17392732|2023-03-09|HA|4,2023-03-09
A/Saint-Petersburg/RII-5684S/2022|EPIISL16823138|2022-12-11|HA|4,2022-12-11
A/Michigan/UOM10049050531/2022|EPIISL17019251|2022-12-26|HA|4,2022-12-26
A/SouthDakota/58/2022|EPIISL16766614|2022-12-14|HA|4,2022-12-14
A/Saint-Petersburg/RII-6511S/2022|EPIISL16733717|2022-12-18|HA|4,2022-12-18
A/SuratThani/P705/2023|EPIISL17554435|2023-02-14|HA|4,2023-02-14
A/Salekhard/RII-MH126984S/2022|EPIISL17635519|2022-12-01|HA|4,2022-12-01
A/Michigan/IVYG43Q13G5/2023|EPIISL18005264|2023-01-27|HA|4,2023-01-27
A/Sohar/52222396/2022|EPIISL15926908|2022-10-01|HA|4,2022-10-01
A/Michigan/HFHSL360144486/2022|EPIISL16935732|2022-12-06|HA|4,2022-12-06
A/Netherlands/12230/2022|EPIISL16600546|2022-12-27|HA|4,2022-12-27
A/Kalinigrad/RII-01/2022|EPIISL17674870|2022-11-30|HA|4,2022-11-30
A/Shandong-Huaiyin/SWL1304/2023|EPIISL18068921|2023-04-08|HA|4,2023-04-08
A/Khabarovsk/235/2023|EPIISL17796968|2023-01-03|HA|4,2023-01-03
A/Netherlands/01059/2023|EPIISL17258020|2023-02-28|HA|4,2023-02-28
A/England/224720356/2022|EPIISL16616044|2022-11-18|HA|4,2022-11-18
A/England/224980733/2022|EPIISL16650103|2022-12-05|HA|4,2022-12-05
A/Saint-Petersburg/RII-7117S/2022|EPIISL16737051|2022-12-21|HA|4,2022-12-21
A/Murcia/1345/2023|EPIISL17716385|2023-01-18|HA|4,2023-01-18
A/Saint-Petersburg/RII-5726S/2022|EPIISL16733564|2022-12-09|HA|4,2022-12-09
A/Denmark/513/2023|EPIISL17550093|2023-02-06|HA|4,2023-02-06
A/Michigan/78/2022|EPIISL16199673|2022-10-20|HA|4,2022-10-20
A/Netherlands/10278/2023|EPIISL17017541|2023-02-13|HA|4,2023-02-13
A/Michigan/UOM10048904191/2022|EPIISL17804600|2022-12-15|HA|4,2022-12-15
A/Bayern/48/2022|EPIISL17037576|2022-12-26|HA|4,2022-12-26
A/Henan-Suiyang/SWL1501/2023|EPIISL18068631|2023-04-26|HA|4,2023-04-26
A/Saint-Petersburg/RII-6908S/2022|EPIISL16733785|2022-12-19|HA|4,2022-12-19
A/Poland/PL89/2022|EPIISL16749387|2022-12-11|HA|4,2022-12-11
A/Khabarovsk/152/2022|EPIISL17712178|2022-12-20|HA|4,2022-12-20
A/England/224600467/2022|EPIISL16475237|2022-11-09|HA|4,2022-11-09
A/PhraNakhonSiAyutthaya/P932/2023|EPIISL17597831|2023-02-28|HA|4,2023-02-28
A/Utah/59/2022|EPIISL16763958|2022-11-12|HA|4,2022-11-12
A/France/ARA-HCL123004084001/2023|EPIISL17694749|2023-02-01|HA|4,2023-02-01
A/Bishkek/029/2022|EPIISL17820377|2022-12-18|HA|4,2022-12-18
A/NizhniNovgorod/RII-MH117624S/2022|EPIISL16292912|2022-11-28|HA|4,2022-11-28
A/California/38/2023|EPIISL17392736|2023-02-13|HA|4,2023-02-13
A/PaisVasco/734/2023|EPIISL17297382|2023-02-17|HA|4,2023-02-17
A/Michigan/UOM10048966603/2022|EPIISL16872579|2022-12-20|HA|4,2022-12-20
A/Vaxjo/3/2023|EPIISL17606889|2023-03-09|HA|4,2023-03-09
A/Michigan/UOMHS16208/2022|EPIISL17019684|2022-12-02|HA|4,2022-12-02
A/NewYork/29/2023|EPIISL17806055|2023-03-28|HA|4,2023-03-28
A/Tennessee/41/2022|EPIISL16199503|2022-11-08|HA|4,2022-11-08
A/CastillaLaMancha/4679/2022|EPIISL16589844|2022-11-21|HA|4,2022-11-21
A/Israel/R634/2023|EPIISL16834549|2023-01-09|HA|4,2023-01-09
A/Saint-Petersburg/RII-7987S/2022|EPIISL16737170|2022-12-28|HA|4,2022-12-28
A/France/ARA-HCL023049582301/2023|EPIISL17694709|2023-03-22|HA|4,2023-03-22
A/Tennessee/IVYD13J41B7/2022|EPIISL16631879|2022-11-14|HA|4,2022-11-14
A/Connecticut/71/2022|EPIISL16764024|2022-12-08|HA|4,2022-12-08
A/Denmark/1258/2023|EPIISL17710930|2023-04-10|HA|4,2023-04-10
A/Estonia/173168/2023|EPIISL17820201|2023-01-28|HA|4,2023-01-28
A/Catalonia/NSVH198265431/2023|EPIISL16740718|2023-01-24|HA|4,2023-01-24
A/Bishkek/027/2022|EPIISL17820370|2022-12-14|HA|4,2022-12-14
A/Stockholm/1/2023|EPIISL16809281|2023-01-21|HA|4,2023-01-21
A/Jiangxi-Linchuan/SWL1268/2023|EPIISL18068992|2023-03-06|HA|4,2023-03-06
A/Castellon/VAHNSI-GIHSN-023635/2023|EPIISL17321967|2023-02-24|HA|4,2023-02-24
A/France/ARA-HCL023011522701/2023|EPIISL17324562|2023-01-19|HA|4,2023-01-19
A/Denmark/521/2023|EPIISL17550077|2023-02-09|HA|4,2023-02-09
A/Catalonia/NSVH198265981/2023|EPIISL16830878|2023-01-31|HA|4,2023-01-31
A/England/225281175/2022|EPIISL16937339|2022-12-09|HA|4,2022-12-09
A/Sohar/52225030/2022|EPIISL16714090|2022-10-27|HA|4,2022-10-27
A/Michigan/HFHSRR062375451/2023|EPIISL17983438|2023-02-17|HA|4,2023-02-17
A/France/ARA-HCL023002481001/2023|EPIISL16823035|2023-01-04|HA|4,2023-01-04
A/Netherlands/10364/2023|EPIISL17076112|2023-02-18|HA|4,2023-02-18
A/England/225160919/2022|EPIISL16761642|2022-12-13|HA|4,2022-12-13
A/Missouri/07/2023|EPIISL17102705|2023-01-17|HA|4,2023-01-17
A/Khabarovsk/199/2022|EPIISL17646596|2022-12-26|HA|4,2022-12-26
A/FrancheComte/03222/2023|EPIISL17080601|2023-01-30|HA|4,2023-01-30
A/Saransk/RII-MH128677S/2022|EPIISL17672651|2022-12-22|HA|4,2022-12-22
A/YOKOHAMA/92/2023|EPIISL17995520|2023-04-11|HA|4,2023-04-11
A/Maine/18/2022|EPIISL16377261|2022-11-13|HA|4,2022-11-13
A/Aragon/1051/2023|EPIISL17512091|2023-02-25|HA|4,2023-02-25
A/Navarra/855/2023|EPIISL17506029|2023-02-13|HA|4,2023-02-13
A/VelikiyNovgorod/RII-MH132588S/2023|EPIISL17712291|2023-02-01|HA|4,2023-02-01
A/England/230200146/2023|EPIISL16886979|2023-01-03|HA|4,2023-01-03
A/Catalonia/NSVH102040638/2023|EPIISL17445880|2023-03-13|HA|4,2023-03-13
A/France/ARA-HCL023014852401/2023|EPIISL17324616|2023-01-24|HA|4,2023-01-24
A/Estonia/KL7228/2022|EPIISL17820133|2022-12-20|HA|4,2022-12-20
A/Denmark/1150/2023|EPIISL18033266|2023-04-03|HA|4,2023-04-03
A/Laos/1438/2023|EPIISL18091953|2023-04-04|HA|4,2023-04-04
A/England/126/2022|EPIISL16650034|2022-10-19|HA|4,2022-10-19
A/CastillaLaMancha/668/2023|EPIISL17297309|2023-02-03|HA|4,2023-02-03
A/Astrakhan/11/2022|EPIISL16764125|2022-12-05|HA|4,2022-12-05
A/Netherlands/12034/2022|EPIISL16390307|2022-12-20|HA|4,2022-12-20
A/Michigan/HFHSL362163911/2023|EPIISL17983400|2023-02-07|HA|4,2023-02-07
A/NorthDakota/40/2022|EPIISL16831242|2022-12-23|HA|4,2022-12-23
A/Michigan/HFHSL361546492/2023|EPIISL17983319|2023-01-24|HA|4,2023-01-24
A/Saint-Petersburg/RII-80/2022|EPIISL17674802|2022-12-09|HA|4,2022-12-09
A/Moldova/2027110/2023|EPIISL18037452|2023-02-06|HA|4,2023-02-06
A/Yoshkar-Ola/RII-MH121056S/2022|EPIISL16738258|2022-12-02|HA|4,2022-12-02
A/France/ARA-HCL023020938301/2023|EPIISL17693421|2023-02-03|HA|4,2023-02-03
A/Netherlands/10268/2023|EPIISL16954703|2023-02-02|HA|4,2023-02-02
A/Saint-Petersburg/RII-5663S/2022|EPIISL16823135|2022-12-10|HA|4,2022-12-10
A/France/OCC-HCL022208178201/2022|EPIISL17324307|2022-12-08|HA|4,2022-12-08
A/Norway/00133/2022|EPIISL16633819|2023-01-02|HA|4,2023-01-02
A/Lisboa/591/2022RL220055|EPIISL16465053|2022-10-12|HA|4,2022-10-12
A/Krasnoyarsk/02/2022|EPIISL17712196|2022-12-26|HA|4,2022-12-26
A/England/230820031/2023|EPIISL17592718|2023-02-13|HA|4,2023-02-13
A/Montana/06/2023|EPIISL16830326|2023-01-08|HA|4,2023-01-08
A/England/224620355/2022|EPIISL16475336|2022-11-11|HA|4,2022-11-11
A/Kyzyl/RII-MH128604S/2022|EPIISL17672752|2022-12-01|HA|4,2022-12-01
A/Saint-Petersburg/RII-6618S/2022|EPIISL16733613|2022-12-16|HA|4,2022-12-16
A/Romania/577/2023|EPIISL17317377|2023-02-01|HA|4,2023-02-01
A/Michigan/UOM10048705751/2022|EPIISL16631799|2022-12-04|HA|4,2022-12-04
A/Saint-Petersburg/RII-94/2022|EPIISL17674814|2022-12-04|HA|4,2022-12-04
A/France/ARA-HCL023031180701/2023|EPIISL17693807|2023-02-21|HA|4,2023-02-21
A/Denmark/308/2023|EPIISL17190243|2023-01-24|HA|4,2023-01-24
A/Kosovo/929/2023|EPIISL18167256|2023-02-24|HA|4,2023-02-24
A/Utah/72/2022|EPIISL16763984|2022-12-01|HA|4,2022-12-01
A/Netherlands/11916/2022|EPIISL16350801|2022-12-15|HA|4,2022-12-15
A/Khabarovsk/178/2022|EPIISL17796935|2022-12-22|HA|4,2022-12-22
A/Michigan/UOM10048858931/2022|EPIISL17551677|2022-12-13|HA|4,2022-12-13
A/Germany/14143/2023|EPIISL17466895|2023-01-03|HA|4,2023-01-03
A/NewMexico/38/2022|EPIISL16200739|2022-11-13|HA|4,2022-11-13
